subject_id,subject_type,url,data_updated_at,data_created_at,data_level,data_slug,data_characters,data_lesson_position,data_spaced_repetition_system_id,data_hidden_at,has_reading,has_context_sentences,component_subject_count,amalgamation_subject_count,visually_similar_count,parts_of_speech_count
1918,kanji,https://api.wanikani.com/v2/subjects/1918,2026-01-29 00:45:32.176312+00:00,2013-07-03 17:47:02.112188+00:00,14,井,井,18,1,,1,0,1,2,0,0
1919,kanji,https://api.wanikani.com/v2/subjects/1919,2025-11-25 02:24:00.678512+00:00,2013-07-03 17:47:20.410387+00:00,45,呪,呪,17,1,,1,0,2,2,0,0
1920,kanji,https://api.wanikani.com/v2/subjects/1920,2026-03-30 10:30:14.743137+00:00,2013-07-03 17:47:51.741259+00:00,45,嬢,嬢,18,1,,1,0,2,1,4,0
1921,kanji,https://api.wanikani.com/v2/subjects/1921,2025-10-01 06:10:00.464675+00:00,2013-07-03 17:48:13.514058+00:00,45,暦,暦,19,1,,1,0,3,3,3,0
1922,kanji,https://api.wanikani.com/v2/subjects/1922,2025-10-23 04:08:23.657952+00:00,2013-07-03 17:48:37.265254+00:00,45,曇,曇,20,1,,1,0,3,2,0,0
1923,kanji,https://api.wanikani.com/v2/subjects/1923,2025-10-01 06:10:00.467144+00:00,2013-07-03 17:48:56.226841+00:00,45,眺,眺,21,1,,1,0,2,3,0,0
1924,kanji,https://api.wanikani.com/v2/subjects/1924,2026-02-18 06:29:09.085351+00:00,2013-07-03 17:49:18.197419+00:00,45,裸,裸,22,1,,1,0,2,4,0,0
1925,kanji,https://api.wanikani.com/v2/subjects/1925,2026-02-04 06:24:21.947579+00:00,2013-07-03 17:49:44.318401+00:00,45,賭,賭,24,1,,1,0,2,2,1,0
1926,kanji,https://api.wanikani.com/v2/subjects/1926,2026-01-30 23:30:55.746903+00:00,2013-07-03 17:50:16.031289+00:00,12,疲,疲,31,1,,1,0,2,5,7,0
1927,kanji,https://api.wanikani.com/v2/subjects/1927,2025-11-09 20:00:23.698017+00:00,2013-07-03 17:50:41.039822+00:00,45,塾,塾,25,1,,1,0,3,3,4,0
1928,kanji,https://api.wanikani.com/v2/subjects/1928,2026-01-27 00:51:28.189967+00:00,2013-07-03 17:51:06.033910+00:00,45,卓,卓,26,1,,1,0,2,4,2,0
1929,kanji,https://api.wanikani.com/v2/subjects/1929,2025-10-01 06:10:00.535216+00:00,2013-07-03 17:51:25.699103+00:00,45,磨,磨,27,1,,1,0,3,3,2,0
1930,kanji,https://api.wanikani.com/v2/subjects/1930,2025-10-01 06:10:00.537004+00:00,2013-07-03 17:51:48.904218+00:00,45,菌,菌,28,1,,1,0,3,5,0,0
1931,kanji,https://api.wanikani.com/v2/subjects/1931,2025-10-01 06:10:00.538978+00:00,2013-07-03 17:52:14.340030+00:00,45,陰,陰,29,1,,1,0,3,4,0,0
1932,kanji,https://api.wanikani.com/v2/subjects/1932,2025-10-01 06:10:00.536521+00:00,2013-07-03 17:52:39.078199+00:00,45,霊,霊,30,1,,1,0,3,5,0,0
1933,kanji,https://api.wanikani.com/v2/subjects/1933,2025-10-10 18:16:21.459632+00:00,2013-07-03 17:52:58.022343+00:00,45,湿,湿,31,1,,1,0,3,5,0,0
1934,kanji,https://api.wanikani.com/v2/subjects/1934,2025-11-26 08:14:20.621362+00:00,2013-07-03 17:53:15.374308+00:00,45,硬,硬,32,1,,1,0,2,3,4,0
1935,kanji,https://api.wanikani.com/v2/subjects/1935,2026-03-31 18:16:29.236334+00:00,2013-07-03 17:53:36.077136+00:00,45,稼,稼,33,1,,1,0,2,2,2,0
1936,kanji,https://api.wanikani.com/v2/subjects/1936,2026-04-06 19:42:49.728503+00:00,2013-07-03 17:54:02.742571+00:00,45,嫁,嫁,34,1,,1,0,2,2,1,0
1937,kanji,https://api.wanikani.com/v2/subjects/1937,2025-10-01 06:10:00.607598+00:00,2013-07-03 17:54:24.865458+00:00,45,溝,溝,35,1,,1,0,2,3,3,0
1938,kanji,https://api.wanikani.com/v2/subjects/1938,2025-10-01 06:10:00.608811+00:00,2013-07-03 17:54:47.615778+00:00,45,滝,滝,36,1,,1,0,2,3,2,0
1939,kanji,https://api.wanikani.com/v2/subjects/1939,2026-01-29 00:51:15.083936+00:00,2013-07-03 17:55:03.641442+00:00,45,狂,狂,37,1,,1,0,2,2,0,0
1940,kanji,https://api.wanikani.com/v2/subjects/1940,2025-10-01 06:10:00.613975+00:00,2013-07-03 17:55:19.089661+00:00,45,翔,翔,38,1,,1,0,2,1,1,0
1941,kanji,https://api.wanikani.com/v2/subjects/1941,2025-10-01 06:10:00.616415+00:00,2013-08-02 21:32:03.205131+00:00,46,墨,墨,2,1,,1,0,2,3,0,0
1942,kanji,https://api.wanikani.com/v2/subjects/1942,2025-10-01 06:10:00.640125+00:00,2013-08-02 21:32:39.945111+00:00,46,鳩,鳩,3,1,,1,0,2,1,1,0
1943,kanji,https://api.wanikani.com/v2/subjects/1943,2025-11-24 20:34:39.359876+00:00,2013-08-02 21:33:29.686830+00:00,46,穏,穏,4,1,,1,0,4,4,2,0
1944,kanji,https://api.wanikani.com/v2/subjects/1944,2025-10-01 06:10:00.648278+00:00,2013-08-02 21:33:44.720155+00:00,46,鈍,鈍,5,1,,1,0,2,3,1,0
1945,kanji,https://api.wanikani.com/v2/subjects/1945,2025-12-23 02:16:59.508556+00:00,2013-08-02 21:34:13.788315+00:00,46,魔,魔,6,1,,1,0,3,7,0,0
1946,kanji,https://api.wanikani.com/v2/subjects/1946,2025-10-01 06:10:00.672551+00:00,2013-08-02 21:34:34.861069+00:00,46,寮,寮,7,1,,1,0,2,2,2,0
1947,kanji,https://api.wanikani.com/v2/subjects/1947,2025-11-06 18:20:24.848225+00:00,2013-08-02 21:34:57.817929+00:00,46,盆,盆,8,1,,1,0,2,3,0,0
1948,kanji,https://api.wanikani.com/v2/subjects/1948,2025-10-08 17:09:25.991390+00:00,2013-08-02 21:35:26.182150+00:00,46,棟,棟,9,1,,1,0,2,1,4,0
1949,kanji,https://api.wanikani.com/v2/subjects/1949,2025-10-01 06:10:00.680834+00:00,2013-08-02 21:35:48.961205+00:00,46,吾,吾,10,1,,1,0,2,1,0,0
1950,kanji,https://api.wanikani.com/v2/subjects/1950,2025-10-09 23:17:53.747397+00:00,2013-08-02 21:36:14.853574+00:00,46,斬,斬,11,1,,1,0,2,3,5,0
1951,kanji,https://api.wanikani.com/v2/subjects/1951,2026-01-07 01:07:41.176706+00:00,2013-08-02 21:36:49.451258+00:00,46,寧,寧,12,1,,1,0,4,2,2,0
1952,kanji,https://api.wanikani.com/v2/subjects/1952,2025-11-05 12:30:32.552748+00:00,2013-08-02 21:37:14.558672+00:00,46,椅,椅,13,1,,1,0,2,2,3,0
1953,kanji,https://api.wanikani.com/v2/subjects/1953,2026-01-21 07:27:04.979321+00:00,2013-08-02 21:37:36.792529+00:00,46,歳,歳,14,1,,1,0,3,6,1,0
1954,kanji,https://api.wanikani.com/v2/subjects/1954,2026-02-25 19:24:03.527477+00:00,2013-08-02 21:38:15.384893+00:00,25,涼,涼,23,1,,1,0,2,4,0,0
1955,kanji,https://api.wanikani.com/v2/subjects/1955,2026-01-29 00:51:15.083936+00:00,2013-08-02 21:38:52.617330+00:00,46,猿,猿,15,1,,1,0,4,2,0,0
1956,kanji,https://api.wanikani.com/v2/subjects/1956,2025-11-01 00:52:43.855891+00:00,2013-08-02 21:39:16.864052+00:00,46,瞳,瞳,16,1,,1,0,3,2,2,0
1957,kanji,https://api.wanikani.com/v2/subjects/1957,2025-11-26 19:04:16.361248+00:00,2013-08-02 21:39:43.748045+00:00,46,鍵,鍵,17,1,,1,0,3,1,1,0
1958,kanji,https://api.wanikani.com/v2/subjects/1958,2025-11-25 02:27:09.777362+00:00,2013-08-02 21:40:14.845224+00:00,46,零,零,18,1,,1,0,2,6,0,0
1959,kanji,https://api.wanikani.com/v2/subjects/1959,2026-03-31 18:11:34.848247+00:00,2013-08-02 21:40:44.482559+00:00,46,碁,碁,19,1,,1,0,2,4,0,0
1960,kanji,https://api.wanikani.com/v2/subjects/1960,2025-10-01 06:10:00.756487+00:00,2013-08-02 21:41:03.336820+00:00,46,租,租,20,1,,1,0,2,2,6,0
1961,kanji,https://api.wanikani.com/v2/subjects/1961,2025-10-01 06:10:00.761882+00:00,2013-08-02 21:41:28.637971+00:00,46,幽,幽,21,1,,1,0,2,2,0,0
1962,kanji,https://api.wanikani.com/v2/subjects/1962,2026-01-30 23:49:29.051166+00:00,2013-08-02 21:41:48.912217+00:00,46,泡,泡,22,1,,1,0,2,4,5,0
1963,kanji,https://api.wanikani.com/v2/subjects/1963,2025-10-01 06:10:00.784339+00:00,2013-08-02 21:42:18.535432+00:00,46,癖,癖,23,1,,1,0,2,3,1,0
1964,kanji,https://api.wanikani.com/v2/subjects/1964,2025-10-09 23:27:43.530279+00:00,2013-08-02 21:42:46.188979+00:00,46,鍛,鍛,24,1,,1,0,3,2,0,0
1965,kanji,https://api.wanikani.com/v2/subjects/1965,2025-10-09 23:27:43.530279+00:00,2013-08-02 21:43:07.030373+00:00,46,錬,錬,25,1,,1,0,2,2,8,0
1966,kanji,https://api.wanikani.com/v2/subjects/1966,2025-10-10 16:39:52.884641+00:00,2013-08-02 21:43:35.078863+00:00,46,穂,穂,26,1,,1,0,2,2,2,0
1967,kanji,https://api.wanikani.com/v2/subjects/1967,2026-01-11 23:40:37.805700+00:00,2013-08-02 21:43:57.401204+00:00,46,帝,帝,27,1,,1,0,2,5,1,0
1968,kanji,https://api.wanikani.com/v2/subjects/1968,2026-04-06 19:38:48.256629+00:00,2013-08-02 21:44:22.815603+00:00,46,瞬,瞬,28,1,,1,0,4,5,1,0
1969,kanji,https://api.wanikani.com/v2/subjects/1969,2025-12-08 10:14:08.417037+00:00,2013-08-02 21:44:44.015567+00:00,46,菊,菊,29,1,,1,0,3,1,0,0
1970,kanji,https://api.wanikani.com/v2/subjects/1970,2025-12-08 10:14:08.417037+00:00,2013-08-02 21:45:05.745519+00:00,46,誇,誇,30,1,,1,0,4,3,0,0
1971,kanji,https://api.wanikani.com/v2/subjects/1971,2026-04-06 18:24:53.012902+00:00,2013-08-02 21:45:43.776760+00:00,46,庄,庄,31,1,,1,0,2,1,2,0
1972,kanji,https://api.wanikani.com/v2/subjects/1972,2025-10-10 16:47:32.419857+00:00,2013-08-02 21:46:08.419318+00:00,46,阻,阻,32,1,,1,0,2,3,6,0
1973,kanji,https://api.wanikani.com/v2/subjects/1973,2026-04-09 08:55:56.229376+00:00,2013-08-02 21:46:31.081878+00:00,46,黙,黙,33,1,,1,0,3,4,1,0
1974,kanji,https://api.wanikani.com/v2/subjects/1974,2025-10-08 23:31:05.530857+00:00,2013-08-02 21:47:01.939021+00:00,46,俵,俵,34,1,,1,0,3,3,2,0
1975,kanji,https://api.wanikani.com/v2/subjects/1975,2025-10-01 06:10:00.871619+00:00,2013-08-02 21:47:40.356796+00:00,46,綿,綿,35,1,,1,0,3,3,4,0
1976,kanji,https://api.wanikani.com/v2/subjects/1976,2025-10-01 06:10:00.873627+00:00,2013-08-02 21:48:04.052769+00:00,46,架,架,36,1,,1,0,3,3,0,0
1977,kanji,https://api.wanikani.com/v2/subjects/1977,2025-10-09 23:21:30.153543+00:00,2013-08-05 17:59:30.854129+00:00,47,砕,砕,11,1,,1,0,3,4,2,0
1978,kanji,https://api.wanikani.com/v2/subjects/1978,2026-02-16 22:38:00.752913+00:00,2013-08-05 17:59:59.183982+00:00,47,粘,粘,12,1,,1,0,2,5,1,0
1979,kanji,https://api.wanikani.com/v2/subjects/1979,2025-10-01 06:10:00.889773+00:00,2013-08-05 18:01:09.838183+00:00,47,粧,粧,13,1,,1,0,3,1,1,0
1980,kanji,https://api.wanikani.com/v2/subjects/1980,2025-11-26 19:05:09.238484+00:00,2013-08-05 18:09:55.740425+00:00,47,欺,欺,14,1,,1,0,2,3,3,0
1981,kanji,https://api.wanikani.com/v2/subjects/1981,2025-10-01 06:10:00.898519+00:00,2013-08-05 18:10:40.129808+00:00,47,詐,詐,15,1,,1,0,2,4,0,0
1982,kanji,https://api.wanikani.com/v2/subjects/1982,2025-10-01 06:10:00.917291+00:00,2013-08-05 18:11:03.185396+00:00,47,霧,霧,16,1,,1,0,4,3,8,0
1983,kanji,https://api.wanikani.com/v2/subjects/1983,2025-10-01 06:10:00.933207+00:00,2013-08-05 18:13:48.040025+00:00,47,柳,柳,17,1,,1,0,2,4,2,0
1984,kanji,https://api.wanikani.com/v2/subjects/1984,2025-10-01 06:10:00.939946+00:00,2013-08-05 18:14:16.724749+00:00,47,伊,伊,18,1,,1,0,3,2,0,0
1985,kanji,https://api.wanikani.com/v2/subjects/1985,2026-02-23 01:08:24.215405+00:00,2013-08-05 18:14:41.802786+00:00,47,佐,佐,19,1,,1,0,3,4,1,0
1986,kanji,https://api.wanikani.com/v2/subjects/1986,2026-01-29 00:39:53.268520+00:00,2013-08-05 18:15:00.673670+00:00,47,尺,尺,20,1,,1,0,1,2,0,0
1987,kanji,https://api.wanikani.com/v2/subjects/1987,2025-12-10 21:12:31.378587+00:00,2013-08-05 18:17:29.131506+00:00,47,哀,哀,21,1,,1,0,3,5,1,0
1988,kanji,https://api.wanikani.com/v2/subjects/1988,2025-11-25 01:50:20.429937+00:00,2013-08-05 18:17:47.633475+00:00,47,唇,唇,22,1,,1,0,2,3,2,0
1989,kanji,https://api.wanikani.com/v2/subjects/1989,2025-10-01 06:10:00.956952+00:00,2013-08-05 18:18:23.370027+00:00,47,塀,塀,23,1,,1,0,4,2,13,0
1990,kanji,https://api.wanikani.com/v2/subjects/1990,2025-10-01 06:10:00.965698+00:00,2013-08-05 18:18:42.433604+00:00,47,墜,墜,24,1,,1,0,4,2,1,0
1991,kanji,https://api.wanikani.com/v2/subjects/1991,2026-03-30 10:30:14.743137+00:00,2013-08-05 18:19:04.428637+00:00,47,如,如,25,1,,1,0,2,3,2,0
1992,kanji,https://api.wanikani.com/v2/subjects/1992,2026-03-30 10:30:14.743137+00:00,2013-08-05 18:19:30.791358+00:00,47,婆,婆,26,1,,1,0,2,3,0,0
1993,kanji,https://api.wanikani.com/v2/subjects/1993,2026-04-07 21:30:09.011495+00:00,2013-08-05 18:19:54.070195+00:00,47,崖,崖,27,1,,1,0,3,1,1,0
1994,kanji,https://api.wanikani.com/v2/subjects/1994,2026-01-08 01:12:56.284365+00:00,2013-08-05 18:20:31.880817+00:00,47,帽,帽,28,1,,1,0,3,1,1,0
1995,kanji,https://api.wanikani.com/v2/subjects/1995,2025-10-01 06:10:01.003959+00:00,2013-08-05 18:20:56.545961+00:00,47,幣,幣,29,1,,1,0,2,3,1,0
1996,kanji,https://api.wanikani.com/v2/subjects/1996,2026-01-29 00:33:25.633876+00:00,2013-08-05 18:21:16.285565+00:00,47,恨,恨,30,1,,1,0,2,3,7,0
1997,kanji,https://api.wanikani.com/v2/subjects/1997,2026-01-29 00:33:25.633876+00:00,2013-08-05 18:21:38.502111+00:00,47,憎,憎,31,1,,1,0,2,5,3,0
1998,kanji,https://api.wanikani.com/v2/subjects/1998,2026-02-24 00:33:18.699220+00:00,2013-08-05 18:21:58.809065+00:00,47,憩,憩,32,1,,1,0,3,4,0,0
1999,kanji,https://api.wanikani.com/v2/subjects/1999,2025-10-01 06:10:01.020741+00:00,2013-08-05 18:22:22.291634+00:00,47,扇,扇,33,1,,1,0,2,5,0,0
2000,kanji,https://api.wanikani.com/v2/subjects/2000,2026-01-14 18:14:32.006773+00:00,2013-08-05 18:22:42.741315+00:00,47,扉,扉,9,1,,1,0,2,2,1,0
2001,kanji,https://api.wanikani.com/v2/subjects/2001,2025-10-01 06:10:01.030869+00:00,2013-08-05 18:23:04.118066+00:00,47,挿,挿,34,1,,1,0,3,4,0,0
2002,kanji,https://api.wanikani.com/v2/subjects/2002,2026-01-31 00:04:45.380369+00:00,2013-08-05 18:23:30.034812+00:00,47,掌,掌,35,1,,1,0,3,3,0,0
2003,kanji,https://api.wanikani.com/v2/subjects/2003,2025-10-01 06:10:01.055008+00:00,2013-08-05 18:23:52.183151+00:00,47,滴,滴,36,1,,1,0,2,3,2,0
2004,kanji,https://api.wanikani.com/v2/subjects/2004,2025-10-01 06:10:01.060944+00:00,2013-08-05 18:24:33.267004+00:00,47,炊,炊,37,1,,1,0,2,5,1,0
2005,kanji,https://api.wanikani.com/v2/subjects/2005,2026-02-04 19:17:42.927403+00:00,2013-08-05 18:24:59.537365+00:00,47,爽,爽,38,1,,1,0,2,1,0,0
2006,kanji,https://api.wanikani.com/v2/subjects/2006,2025-10-09 21:25:09.821502+00:00,2013-08-05 18:25:25.136476+00:00,47,畳,畳,39,1,,1,0,3,2,0,0
2007,kanji,https://api.wanikani.com/v2/subjects/2007,2025-10-01 06:10:01.066876+00:00,2013-08-05 18:26:45.721735+00:00,47,瞭,瞭,40,1,,1,0,2,2,0,0
2008,kanji,https://api.wanikani.com/v2/subjects/2008,2026-02-04 06:24:21.947579+00:00,2013-08-05 18:27:12.844163+00:00,47,箸,箸,41,1,,1,0,2,2,1,0
2009,kanji,https://api.wanikani.com/v2/subjects/2009,2025-10-01 06:10:01.080494+00:00,2013-08-05 18:27:37.036756+00:00,47,胴,胴,42,1,,1,0,2,2,8,0
2010,kanji,https://api.wanikani.com/v2/subjects/2010,2025-10-01 06:10:01.088239+00:00,2013-08-05 18:28:05.713872+00:00,47,芯,芯,43,1,,1,0,2,1,0,0
2011,kanji,https://api.wanikani.com/v2/subjects/2011,2025-10-01 06:10:01.089381+00:00,2013-08-05 18:28:21.386925+00:00,47,虹,虹,44,1,,1,0,2,2,1,0
2012,kanji,https://api.wanikani.com/v2/subjects/2012,2025-10-01 06:10:01.102335+00:00,2013-08-16 22:25:09.027871+00:00,48,帳,帳,6,1,,1,0,2,6,1,0
2013,kanji,https://api.wanikani.com/v2/subjects/2013,2025-10-01 06:10:01.112202+00:00,2013-08-16 22:26:02.201214+00:00,48,蚊,蚊,7,1,,1,0,2,2,0,0
2014,kanji,https://api.wanikani.com/v2/subjects/2014,2025-10-01 06:10:01.118824+00:00,2013-08-16 22:26:28.883396+00:00,48,蛇,蛇,8,1,,1,0,3,1,0,0
2015,kanji,https://api.wanikani.com/v2/subjects/2015,2026-03-29 18:20:39.910762+00:00,2013-08-16 22:26:53.398215+00:00,48,貼,貼,9,1,,1,0,2,1,2,0
2016,kanji,https://api.wanikani.com/v2/subjects/2016,2025-11-25 01:50:20.429937+00:00,2013-08-16 22:27:16.890898+00:00,48,辱,辱,10,1,,1,0,2,4,1,0
2017,kanji,https://api.wanikani.com/v2/subjects/2017,2025-10-01 06:10:01.125595+00:00,2013-08-16 22:27:42.361243+00:00,48,鉢,鉢,11,1,,1,0,2,3,0,0
2018,kanji,https://api.wanikani.com/v2/subjects/2018,2026-04-07 21:29:54.254494+00:00,2013-08-16 22:28:14.097666+00:00,48,闇,闇,12,1,,1,0,2,3,0,0
2019,kanji,https://api.wanikani.com/v2/subjects/2019,2026-04-07 21:23:35.249604+00:00,2013-08-16 22:28:39.762131+00:00,48,隙,隙,13,1,,1,0,3,2,0,0
2020,kanji,https://api.wanikani.com/v2/subjects/2020,2025-10-01 06:10:01.157153+00:00,2013-08-16 22:29:06.090590+00:00,48,霜,霜,14,1,,1,0,3,1,8,0
2021,kanji,https://api.wanikani.com/v2/subjects/2021,2025-10-01 06:10:01.167751+00:00,2013-08-16 22:29:38.731738+00:00,48,飢,飢,15,1,,1,0,2,3,2,0
2022,kanji,https://api.wanikani.com/v2/subjects/2022,2025-10-01 06:10:01.174336+00:00,2013-08-16 22:30:00.547620+00:00,48,餓,餓,16,1,,1,0,2,2,1,0
2023,kanji,https://api.wanikani.com/v2/subjects/2023,2025-10-09 19:56:27.081206+00:00,2013-08-16 22:30:25.561512+00:00,48,畜,畜,17,1,,1,0,2,3,1,0
2024,kanji,https://api.wanikani.com/v2/subjects/2024,2026-02-23 00:57:41.840937+00:00,2013-08-16 22:30:47.966008+00:00,48,迅,迅,18,1,,1,0,3,1,0,0
2025,kanji,https://api.wanikani.com/v2/subjects/2025,2025-11-14 00:31:25.889285+00:00,2013-08-16 22:31:11.808437+00:00,48,騎,騎,19,1,,1,0,2,4,0,0
2026,kanji,https://api.wanikani.com/v2/subjects/2026,2025-10-09 21:28:35.370688+00:00,2013-08-16 22:31:40.690675+00:00,48,蓄,蓄,20,1,,1,0,3,3,1,0
2027,kanji,https://api.wanikani.com/v2/subjects/2027,2026-01-29 00:39:53.268520+00:00,2013-08-16 22:32:01.104394+00:00,48,尽,尽,21,1,,1,0,2,4,0,0
2028,kanji,https://api.wanikani.com/v2/subjects/2028,2025-11-24 20:34:39.359876+00:00,2013-08-16 22:32:23.781277+00:00,48,彩,彩,22,1,,1,0,3,6,2,0
2029,kanji,https://api.wanikani.com/v2/subjects/2029,2026-02-24 00:46:03.850495+00:00,2013-08-16 22:32:45.587534+00:00,48,憶,憶,23,1,,1,0,2,2,1,0
2030,kanji,https://api.wanikani.com/v2/subjects/2030,2025-10-09 19:53:13.017243+00:00,2013-08-16 22:33:13.179212+00:00,48,溶,溶,24,1,,1,0,2,4,7,0
2031,kanji,https://api.wanikani.com/v2/subjects/2031,2025-10-01 06:10:01.233650+00:00,2013-08-16 22:33:36.217743+00:00,48,耐,耐,25,1,,1,0,2,5,0,0
2032,kanji,https://api.wanikani.com/v2/subjects/2032,2025-10-01 06:10:01.241262+00:00,2013-08-16 22:34:00.320435+00:00,48,踊,踊,26,1,,1,0,3,4,1,0
2033,kanji,https://api.wanikani.com/v2/subjects/2033,2026-02-04 19:14:35.185230+00:00,2013-08-16 22:34:24.331003+00:00,48,賢,賢,27,1,,1,0,3,4,1,0
2034,kanji,https://api.wanikani.com/v2/subjects/2034,2025-10-01 06:10:01.251649+00:00,2013-08-16 22:35:00.686970+00:00,48,輝,輝,28,1,,1,0,3,4,0,0
2035,kanji,https://api.wanikani.com/v2/subjects/2035,2025-10-01 06:10:01.257691+00:00,2013-08-16 22:35:38.414446+00:00,48,脅,脅,29,1,,1,0,2,3,0,0
2036,kanji,https://api.wanikani.com/v2/subjects/2036,2025-10-01 06:10:01.259410+00:00,2013-08-16 22:36:01.198412+00:00,48,麻,麻,30,1,,1,0,2,4,1,0
2037,kanji,https://api.wanikani.com/v2/subjects/2037,2026-04-07 20:20:40.009890+00:00,2013-08-16 22:36:29.327207+00:00,48,灯,灯,31,1,,1,0,2,4,1,0
2038,kanji,https://api.wanikani.com/v2/subjects/2038,2025-10-01 06:10:01.272714+00:00,2013-08-16 22:36:50.581200+00:00,48,咲,咲,32,1,,1,0,3,3,0,0
2039,kanji,https://api.wanikani.com/v2/subjects/2039,2025-10-01 06:10:01.275085+00:00,2013-08-16 22:37:13.068174+00:00,48,培,培,33,1,,1,0,2,3,1,0
2040,kanji,https://api.wanikani.com/v2/subjects/2040,2026-01-29 00:33:25.633876+00:00,2013-08-16 22:37:44.064170+00:00,48,悔,悔,34,1,,1,0,2,3,5,0
2041,kanji,https://api.wanikani.com/v2/subjects/2041,2025-10-01 06:10:01.303904+00:00,2013-08-16 22:38:33.915268+00:00,48,脇,脇,35,1,,1,0,2,3,0,0
2042,kanji,https://api.wanikani.com/v2/subjects/2042,2025-10-10 00:18:48.389539+00:00,2013-08-16 22:39:10.048098+00:00,48,遂,遂,36,1,,1,0,3,3,0,0
2043,kanji,https://api.wanikani.com/v2/subjects/2043,2025-10-01 06:10:01.318711+00:00,2013-08-16 22:39:39.297715+00:00,48,班,班,37,1,,1,0,2,3,0,0
2044,kanji,https://api.wanikani.com/v2/subjects/2044,2025-10-01 06:10:01.314824+00:00,2013-08-16 22:40:06.199892+00:00,48,塗,塗,38,1,,1,0,3,4,0,0
2045,kanji,https://api.wanikani.com/v2/subjects/2045,2025-12-15 03:20:33.272894+00:00,2013-08-16 22:40:35.042874+00:00,48,斜,斜,39,1,,1,0,2,3,0,0
2046,kanji,https://api.wanikani.com/v2/subjects/2046,2026-02-04 19:14:53.500929+00:00,2013-08-16 22:41:14.201726+00:00,48,殴,殴,40,1,,1,0,2,4,2,0
2047,kanji,https://api.wanikani.com/v2/subjects/2047,2025-11-26 07:56:53.037423+00:00,2013-08-16 22:41:46.388782+00:00,48,盾,盾,41,1,,1,0,2,3,2,0
2048,kanji,https://api.wanikani.com/v2/subjects/2048,2025-11-25 01:38:54.284696+00:00,2013-08-16 22:42:15.620546+00:00,48,穫,穫,42,1,,1,0,4,1,2,0
2049,kanji,https://api.wanikani.com/v2/subjects/2049,2025-10-01 06:10:01.345058+00:00,2013-08-17 00:46:05.308353+00:00,47,巾,巾,45,1,,1,0,1,2,0,0
2050,kanji,https://api.wanikani.com/v2/subjects/2050,2026-01-29 01:16:01.747685+00:00,2013-08-19 16:51:12.396242+00:00,49,駒,駒,9,1,,1,0,2,1,0,0
2051,kanji,https://api.wanikani.com/v2/subjects/2051,2026-03-18 06:27:45.468433+00:00,2013-08-19 16:51:48.473528+00:00,23,紫,紫,15,1,,1,0,3,4,4,0
2052,kanji,https://api.wanikani.com/v2/subjects/2052,2025-10-01 06:10:01.371206+00:00,2013-08-19 16:52:09.318149+00:00,49,抽,抽,10,1,,1,0,2,3,4,0
2053,kanji,https://api.wanikani.com/v2/subjects/2053,2025-10-01 06:10:01.375250+00:00,2013-08-19 16:59:01.703034+00:00,49,誓,誓,11,1,,1,0,3,2,3,0
2054,kanji,https://api.wanikani.com/v2/subjects/2054,2026-01-29 00:33:25.633876+00:00,2013-08-19 16:59:29.662341+00:00,49,悟,悟,12,1,,1,0,3,2,0,0
2055,kanji,https://api.wanikani.com/v2/subjects/2055,2025-10-09 21:16:32.062767+00:00,2013-08-19 16:59:55.925957+00:00,49,拓,拓,13,1,,1,0,2,2,0,0
2056,kanji,https://api.wanikani.com/v2/subjects/2056,2026-01-29 01:16:01.747685+00:00,2013-08-19 17:00:19.742926+00:00,49,拘,拘,14,1,,1,0,2,1,0,0
2057,kanji,https://api.wanikani.com/v2/subjects/2057,2025-10-01 06:10:01.399213+00:00,2013-08-19 17:00:47.805816+00:00,49,礎,礎,15,1,,1,0,3,2,0,0
2058,kanji,https://api.wanikani.com/v2/subjects/2058,2025-11-25 01:38:54.284696+00:00,2013-08-19 17:01:21.369528+00:00,49,鶴,鶴,16,1,,1,0,3,1,0,0
2059,kanji,https://api.wanikani.com/v2/subjects/2059,2025-10-01 06:10:01.406709+00:00,2013-08-19 17:01:46.134326+00:00,49,刈,刈,17,1,,1,0,2,3,0,0
2060,kanji,https://api.wanikani.com/v2/subjects/2060,2025-10-01 06:10:01.425630+00:00,2013-08-19 17:02:11.900875+00:00,49,剛,剛,18,1,,1,0,2,1,0,0
2061,kanji,https://api.wanikani.com/v2/subjects/2061,2025-11-25 01:38:54.284696+00:00,2013-08-19 17:02:36.624158+00:00,49,唯,唯,19,1,,1,0,2,3,14,0
2062,kanji,https://api.wanikani.com/v2/subjects/2062,2025-10-01 06:10:01.443689+00:00,2013-08-19 17:03:07.571190+00:00,49,壇,壇,20,1,,1,0,4,3,1,0
2063,kanji,https://api.wanikani.com/v2/subjects/2063,2025-10-01 06:10:01.445614+00:00,2013-08-19 17:03:28.209596+00:00,49,尼,尼,22,1,,1,0,2,2,0,0
2064,kanji,https://api.wanikani.com/v2/subjects/2064,2025-11-25 02:15:32.847277+00:00,2013-08-19 17:03:50.250592+00:00,49,概,概,23,1,,1,0,3,6,1,0
2065,kanji,https://api.wanikani.com/v2/subjects/2065,2025-10-01 06:10:01.452142+00:00,2013-08-19 17:04:15.507690+00:00,49,浸,浸,24,1,,1,0,4,4,2,0
2066,kanji,https://api.wanikani.com/v2/subjects/2066,2025-10-01 06:10:01.463170+00:00,2013-08-19 17:04:47.056856+00:00,49,淡,淡,25,1,,1,0,2,2,0,0
