review_stat_id,object,url,data_updated_at,data_created_at,subject_id,data_subject_type,data_meaning_correct,data_meaning_incorrect,data_meaning_max_streak,data_meaning_current_streak,data_reading_correct,data_reading_incorrect,data_reading_max_streak,data_reading_current_streak,data_percentage_correct,data_hidden
477859282,review_statistic,https://api.wanikani.com/v2/review_statistics/477859282,2025-10-28 12:13:15.743304+00:00,2025-03-02 15:16:56.810231+00:00,76,radical,12,2,7,5,12,0,12,12,92,False
477859308,review_statistic,https://api.wanikani.com/v2/review_statistics/477859308,2025-09-03 03:56:20.669901+00:00,2025-03-02 15:17:04.941386+00:00,536,kanji,16,0,16,16,16,5,9,9,86,False
477859318,review_statistic,https://api.wanikani.com/v2/review_statistics/477859318,2026-02-23 02:51:44.974232+00:00,2025-03-02 15:17:07.621800+00:00,2597,vocabulary,8,0,8,8,8,0,8,8,100,False
478327196,review_statistic,https://api.wanikani.com/v2/review_statistics/478327196,2025-08-30 13:32:36.155445+00:00,2025-03-03 13:27:57.800582+00:00,77,radical,8,0,8,8,8,0,8,8,100,False
478327219,review_statistic,https://api.wanikani.com/v2/review_statistics/478327219,2025-08-31 15:54:14.003923+00:00,2025-03-03 13:28:14.303755+00:00,9141,vocabulary,8,0,8,8,8,0,8,8,100,False
478327236,review_statistic,https://api.wanikani.com/v2/review_statistics/478327236,2025-08-31 14:09:56.243041+00:00,2025-03-03 13:28:23.183164+00:00,537,kanji,9,0,9,9,9,1,9,9,95,False
478327245,review_statistic,https://api.wanikani.com/v2/review_statistics/478327245,2025-08-31 13:53:27.866494+00:00,2025-03-03 13:28:26.397599+00:00,2622,vocabulary,8,0,8,8,8,0,8,8,100,False
478327256,review_statistic,https://api.wanikani.com/v2/review_statistics/478327256,2025-08-30 13:38:16.771507+00:00,2025-03-03 13:28:30.704754+00:00,79,radical,8,0,8,8,8,0,8,8,100,False
478327753,review_statistic,https://api.wanikani.com/v2/review_statistics/478327753,2025-08-30 13:32:37.829901+00:00,2025-03-03 13:29:41.084525+00:00,2623,vocabulary,8,0,8,8,8,0,8,8,100,False
478327767,review_statistic,https://api.wanikani.com/v2/review_statistics/478327767,2025-12-21 20:53:00.388306+00:00,2025-03-03 13:29:49.292705+00:00,80,radical,8,0,8,8,8,0,8,8,100,False
478327776,review_statistic,https://api.wanikani.com/v2/review_statistics/478327776,2026-01-31 00:18:19.411445+00:00,2025-03-03 13:29:55.875022+00:00,538,kanji,9,1,9,9,9,0,9,9,95,False
478327783,review_statistic,https://api.wanikani.com/v2/review_statistics/478327783,2025-08-30 18:18:50.775266+00:00,2025-03-03 13:30:00.493374+00:00,81,radical,9,2,9,9,9,0,9,9,90,False
478327801,review_statistic,https://api.wanikani.com/v2/review_statistics/478327801,2025-08-30 18:19:55.844365+00:00,2025-03-03 13:30:10.126299+00:00,2624,vocabulary,8,0,8,8,8,0,8,8,100,False
478327875,review_statistic,https://api.wanikani.com/v2/review_statistics/478327875,2025-08-31 14:07:50.128403+00:00,2025-03-03 13:30:46.597169+00:00,2635,vocabulary,8,0,8,8,8,0,8,8,100,False
478327888,review_statistic,https://api.wanikani.com/v2/review_statistics/478327888,2025-08-30 19:28:02.540462+00:00,2025-03-03 13:30:52.809986+00:00,82,radical,8,0,8,8,8,0,8,8,100,False
478327896,review_statistic,https://api.wanikani.com/v2/review_statistics/478327896,2026-01-30 23:28:44.969242+00:00,2025-03-03 13:30:55.811663+00:00,543,kanji,8,0,8,8,8,0,8,8,100,False
478327904,review_statistic,https://api.wanikani.com/v2/review_statistics/478327904,2026-03-18 00:26:13.230779+00:00,2025-03-03 13:31:02.847626+00:00,231,radical,8,0,8,8,8,0,8,8,100,False
478327915,review_statistic,https://api.wanikani.com/v2/review_statistics/478327915,2025-11-17 21:52:48.783592+00:00,2025-03-03 13:31:09.191000+00:00,2636,vocabulary,10,0,10,10,10,1,7,7,95,False
478938409,review_statistic,https://api.wanikani.com/v2/review_statistics/478938409,2025-08-31 15:47:42.454867+00:00,2025-03-04 13:43:50.939803+00:00,83,radical,8,0,8,8,8,0,8,8,100,False
478938430,review_statistic,https://api.wanikani.com/v2/review_statistics/478938430,2025-09-03 03:51:45.002210+00:00,2025-03-04 13:44:04.074076+00:00,2637,vocabulary,10,0,10,10,10,1,7,7,95,False
478938437,review_statistic,https://api.wanikani.com/v2/review_statistics/478938437,2025-08-31 15:50:35.004130+00:00,2025-03-04 13:44:06.544710+00:00,84,radical,8,0,8,8,8,0,8,8,100,False
478938445,review_statistic,https://api.wanikani.com/v2/review_statistics/478938445,2025-09-24 22:17:13.289245+00:00,2025-03-04 13:44:10.895540+00:00,9185,kana_vocabulary,11,1,6,6,11,0,11,11,96,False
478938452,review_statistic,https://api.wanikani.com/v2/review_statistics/478938452,2025-08-31 13:59:40.264953+00:00,2025-03-04 13:44:17.215195+00:00,3407,vocabulary,8,0,8,8,8,0,8,8,100,False
478938496,review_statistic,https://api.wanikani.com/v2/review_statistics/478938496,2025-08-31 15:21:33.970928+00:00,2025-03-04 13:45:11.917060+00:00,85,radical,8,0,8,8,8,0,8,8,100,False
478938650,review_statistic,https://api.wanikani.com/v2/review_statistics/478938650,2025-08-31 15:40:13.236173+00:00,2025-03-04 13:46:26.146042+00:00,9189,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
478938664,review_statistic,https://api.wanikani.com/v2/review_statistics/478938664,2025-08-31 14:00:52.394206+00:00,2025-03-04 13:46:31.519411+00:00,86,radical,8,0,8,8,8,0,8,8,100,False
478938677,review_statistic,https://api.wanikani.com/v2/review_statistics/478938677,2026-04-01 09:48:51.527794+00:00,2025-03-04 13:46:34.232979+00:00,544,kanji,13,0,13,13,13,2,6,5,93,False
478938762,review_statistic,https://api.wanikani.com/v2/review_statistics/478938762,2026-03-17 01:36:09.734359+00:00,2025-03-04 13:47:19.879379+00:00,9190,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
478938798,review_statistic,https://api.wanikani.com/v2/review_statistics/478938798,2025-08-31 13:58:08.652866+00:00,2025-03-04 13:47:38.165023+00:00,9191,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
478938806,review_statistic,https://api.wanikani.com/v2/review_statistics/478938806,2025-09-02 12:05:41.963647+00:00,2025-03-04 13:47:41.263758+00:00,88,radical,10,1,8,8,10,0,10,10,95,False
478938825,review_statistic,https://api.wanikani.com/v2/review_statistics/478938825,2025-08-31 13:51:26.315042+00:00,2025-03-04 13:47:50.540581+00:00,89,radical,8,0,8,8,8,0,8,8,100,False
478938836,review_statistic,https://api.wanikani.com/v2/review_statistics/478938836,2025-08-31 15:27:54.289566+00:00,2025-03-04 13:47:56.438212+00:00,9188,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
478939218,review_statistic,https://api.wanikani.com/v2/review_statistics/478939218,2025-08-31 15:47:04.798922+00:00,2025-03-04 13:47:59.709783+00:00,546,kanji,8,0,8,8,8,0,8,8,100,False
479590454,review_statistic,https://api.wanikani.com/v2/review_statistics/479590454,2025-09-02 12:20:19.176409+00:00,2025-03-05 13:30:37.121205+00:00,91,radical,10,1,9,9,10,0,10,10,95,False
479590460,review_statistic,https://api.wanikani.com/v2/review_statistics/479590460,2025-09-01 00:27:54.502818+00:00,2025-03-05 13:30:39.139001+00:00,9187,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
479590469,review_statistic,https://api.wanikani.com/v2/review_statistics/479590469,2025-08-31 23:56:29.014851+00:00,2025-03-05 13:30:43.408212+00:00,90,radical,8,0,8,8,8,0,8,8,100,False
479590503,review_statistic,https://api.wanikani.com/v2/review_statistics/479590503,2025-09-01 00:33:41.784805+00:00,2025-03-05 13:31:00.029564+00:00,92,radical,8,0,8,8,8,0,8,8,100,False
479590518,review_statistic,https://api.wanikani.com/v2/review_statistics/479590518,2025-09-01 00:01:42.025610+00:00,2025-03-05 13:31:05.164317+00:00,9186,kana_vocabulary,8,0,8,8,8,0,8,8,100,False
479590612,review_statistic,https://api.wanikani.com/v2/review_statistics/479590612,2026-01-27 00:55:12.794698+00:00,2025-03-05 13:31:44.498599+00:00,547,kanji,10,0,10,10,10,2,9,9,91,False
479590617,review_statistic,https://api.wanikani.com/v2/review_statistics/479590617,2025-08-31 23:46:43.284295+00:00,2025-03-05 13:31:47.495818+00:00,93,radical,8,0,8,8,8,0,8,8,100,False
479590662,review_statistic,https://api.wanikani.com/v2/review_statistics/479590662,2025-09-01 00:30:47.482204+00:00,2025-03-05 13:32:15.266770+00:00,94,radical,8,0,8,8,8,0,8,8,100,False
479590695,review_statistic,https://api.wanikani.com/v2/review_statistics/479590695,2025-09-08 02:47:41.301436+00:00,2025-03-05 13:32:35.619553+00:00,2660,vocabulary,13,1,13,13,13,2,7,7,90,False
479590702,review_statistic,https://api.wanikani.com/v2/review_statistics/479590702,2025-11-11 17:48:37.262392+00:00,2025-03-05 13:32:39.087162+00:00,2659,vocabulary,19,1,19,19,19,4,5,5,88,False
479590773,review_statistic,https://api.wanikani.com/v2/review_statistics/479590773,2025-09-27 23:05:48.131490+00:00,2025-03-05 13:33:21.976464+00:00,95,radical,12,2,6,6,12,0,12,12,92,False
479590783,review_statistic,https://api.wanikani.com/v2/review_statistics/479590783,2025-09-01 00:16:34.783902+00:00,2025-03-05 13:33:27.447704+00:00,96,radical,8,0,8,8,8,0,8,8,100,False
479590788,review_statistic,https://api.wanikani.com/v2/review_statistics/479590788,2025-08-31 23:45:39.811495+00:00,2025-03-05 13:33:30.578381+00:00,3404,vocabulary,8,0,8,8,8,0,8,8,100,False
479590796,review_statistic,https://api.wanikani.com/v2/review_statistics/479590796,2025-09-01 00:09:05.497555+00:00,2025-03-05 13:33:34.016816+00:00,3403,vocabulary,8,0,8,8,8,0,8,8,100,False
479590813,review_statistic,https://api.wanikani.com/v2/review_statistics/479590813,2025-09-01 00:07:14.757366+00:00,2025-03-05 13:33:39.711640+00:00,549,kanji,8,0,8,8,8,0,8,8,100,False
480186388,review_statistic,https://api.wanikani.com/v2/review_statistics/480186388,2025-10-30 00:43:53.918332+00:00,2025-03-06 13:42:35.071910+00:00,97,radical,11,1,6,5,11,0,11,11,96,False
480186395,review_statistic,https://api.wanikani.com/v2/review_statistics/480186395,2025-09-02 12:24:25.484932+00:00,2025-03-06 13:42:37.508056+00:00,98,radical,8,0,8,8,8,0,8,8,100,False
480186433,review_statistic,https://api.wanikani.com/v2/review_statistics/480186433,2025-09-02 12:11:07.209809+00:00,2025-03-06 13:42:46.029697+00:00,7521,vocabulary,8,0,8,8,8,0,8,8,100,False
480186452,review_statistic,https://api.wanikani.com/v2/review_statistics/480186452,2025-09-14 19:49:40.684821+00:00,2025-03-06 13:42:55.373687+00:00,7565,vocabulary,11,0,11,11,11,1,7,7,96,False
480186457,review_statistic,https://api.wanikani.com/v2/review_statistics/480186457,2025-09-02 12:24:46.787259+00:00,2025-03-06 13:42:58.559626+00:00,99,radical,8,0,8,8,8,0,8,8,100,False
480186574,review_statistic,https://api.wanikani.com/v2/review_statistics/480186574,2025-09-02 12:23:04.123492+00:00,2025-03-06 13:43:47.609281+00:00,100,radical,8,0,8,8,8,0,8,8,100,False
480186586,review_statistic,https://api.wanikani.com/v2/review_statistics/480186586,2025-11-11 13:18:47.151507+00:00,2025-03-06 13:43:52.913030+00:00,7729,vocabulary,12,2,7,5,12,0,12,12,92,False
480186625,review_statistic,https://api.wanikani.com/v2/review_statistics/480186625,2025-09-02 12:26:04.138890+00:00,2025-03-06 13:44:07.163999+00:00,101,radical,8,0,8,8,8,0,8,8,100,False
480186630,review_statistic,https://api.wanikani.com/v2/review_statistics/480186630,2025-09-02 12:23:02.386935+00:00,2025-03-06 13:44:09.480129+00:00,556,kanji,8,0,8,8,8,0,8,8,100,False
480186642,review_statistic,https://api.wanikani.com/v2/review_statistics/480186642,2026-02-24 00:59:03.356090+00:00,2025-03-06 13:44:13.600890+00:00,8660,vocabulary,9,1,9,9,9,0,9,9,95,False
480186775,review_statistic,https://api.wanikani.com/v2/review_statistics/480186775,2025-09-02 12:13:02.381120+00:00,2025-03-06 13:45:07.950992+00:00,116,radical,8,0,8,8,8,0,8,8,100,False
480187428,review_statistic,https://api.wanikani.com/v2/review_statistics/480187428,2025-09-02 23:12:19.903015+00:00,2025-03-06 13:49:47.950750+00:00,154,radical,9,1,9,9,9,0,9,9,95,False
480187435,review_statistic,https://api.wanikani.com/v2/review_statistics/480187435,2025-09-02 12:20:31.585830+00:00,2025-03-06 13:49:51.685938+00:00,8961,vocabulary,8,0,8,8,8,0,8,8,100,False
480187469,review_statistic,https://api.wanikani.com/v2/review_statistics/480187469,2025-09-17 12:16:51.480418+00:00,2025-03-06 13:50:06.928009+00:00,1520,kanji,15,2,8,8,15,1,13,13,91,False
480187484,review_statistic,https://api.wanikani.com/v2/review_statistics/480187484,2025-09-02 12:17:06.429619+00:00,2025-03-06 13:50:11.633295+00:00,2578,vocabulary,8,0,8,8,8,0,8,8,100,False
480747541,review_statistic,https://api.wanikani.com/v2/review_statistics/480747541,2025-09-03 03:53:28.324679+00:00,2025-03-07 13:33:32.600872+00:00,211,radical,8,0,8,8,8,0,8,8,100,False
480747571,review_statistic,https://api.wanikani.com/v2/review_statistics/480747571,2025-09-04 02:40:42.472002+00:00,2025-03-07 13:33:46.258911+00:00,2648,vocabulary,10,1,10,10,10,1,9,9,91,False
480747584,review_statistic,https://api.wanikani.com/v2/review_statistics/480747584,2025-09-04 02:20:54.557831+00:00,2025-03-07 13:33:51.329105+00:00,1118,kanji,10,0,10,10,10,1,9,9,95,False
480747594,review_statistic,https://api.wanikani.com/v2/review_statistics/480747594,2025-10-30 00:55:24.281933+00:00,2025-03-07 13:33:57.812074+00:00,498,kanji,11,0,11,11,11,1,6,5,96,False
480747611,review_statistic,https://api.wanikani.com/v2/review_statistics/480747611,2026-01-22 21:30:39.680645+00:00,2025-03-07 13:34:08.764813+00:00,2649,vocabulary,18,3,8,8,18,2,17,17,88,False
480747947,review_statistic,https://api.wanikani.com/v2/review_statistics/480747947,2025-09-03 03:47:17.598048+00:00,2025-03-07 13:34:54.071853+00:00,8766,radical,8,0,8,8,8,0,8,8,100,False
480747996,review_statistic,https://api.wanikani.com/v2/review_statistics/480747996,2026-03-24 04:47:32.593379+00:00,2025-03-07 13:35:09.458717+00:00,529,kanji,16,3,8,8,16,1,10,10,89,False
480748010,review_statistic,https://api.wanikani.com/v2/review_statistics/480748010,2026-02-02 21:34:16.998333+00:00,2025-03-07 13:35:15.379863+00:00,2651,vocabulary,8,0,8,8,8,0,8,8,100,False
480748574,review_statistic,https://api.wanikani.com/v2/review_statistics/480748574,2026-02-02 21:34:17.093899+00:00,2025-03-07 13:35:21.481245+00:00,2650,vocabulary,10,1,9,9,10,0,10,10,95,False
480749126,review_statistic,https://api.wanikani.com/v2/review_statistics/480749126,2025-09-03 17:11:52.749266+00:00,2025-03-07 13:35:26.700325+00:00,534,kanji,9,0,9,9,9,1,9,9,95,False
480750586,review_statistic,https://api.wanikani.com/v2/review_statistics/480750586,2025-09-03 03:52:09.742835+00:00,2025-03-07 13:35:57.885764+00:00,2653,vocabulary,8,0,8,8,8,0,8,8,100,False
480750603,review_statistic,https://api.wanikani.com/v2/review_statistics/480750603,2025-09-28 16:28:13.630920+00:00,2025-03-07 13:36:08.669795+00:00,542,kanji,12,1,12,12,12,3,6,6,86,False
480750608,review_statistic,https://api.wanikani.com/v2/review_statistics/480750608,2025-09-03 03:53:37.921387+00:00,2025-03-07 13:36:10.865347+00:00,8767,radical,8,0,8,8,8,0,8,8,100,False
480751007,review_statistic,https://api.wanikani.com/v2/review_statistics/480751007,2025-09-03 03:51:27.004421+00:00,2025-03-07 13:36:15.203162+00:00,2725,vocabulary,8,0,8,8,8,0,8,8,100,False
480751505,review_statistic,https://api.wanikani.com/v2/review_statistics/480751505,2025-09-28 16:23:33.982695+00:00,2025-03-07 13:36:19.523483+00:00,2652,vocabulary,12,2,6,6,12,1,12,12,89,False
481267698,review_statistic,https://api.wanikani.com/v2/review_statistics/481267698,2025-09-07 22:07:10.964576+00:00,2025-03-08 15:33:20.615380+00:00,8768,radical,10,1,9,9,10,0,10,10,95,False
481267717,review_statistic,https://api.wanikani.com/v2/review_statistics/481267717,2025-10-01 00:42:29.482552+00:00,2025-03-08 15:33:37.957642+00:00,2662,vocabulary,11,0,11,11,11,1,6,6,96,False
481267740,review_statistic,https://api.wanikani.com/v2/review_statistics/481267740,2025-10-01 00:38:44.360538+00:00,2025-03-08 15:33:52.572499+00:00,540,kanji,11,0,11,11,11,1,6,6,96,False
481267742,review_statistic,https://api.wanikani.com/v2/review_statistics/481267742,2025-10-01 00:07:56.195556+00:00,2025-03-08 15:33:55.440782+00:00,527,kanji,11,1,6,6,11,0,11,11,96,False
481267757,review_statistic,https://api.wanikani.com/v2/review_statistics/481267757,2026-02-05 17:51:57.066634+00:00,2025-03-08 15:34:02.954549+00:00,2663,vocabulary,12,1,12,12,12,1,7,5,92,False
481267984,review_statistic,https://api.wanikani.com/v2/review_statistics/481267984,2025-11-07 23:39:37.613841+00:00,2025-03-08 15:35:40.123096+00:00,548,kanji,8,0,8,8,8,0,8,8,100,False
481268078,review_statistic,https://api.wanikani.com/v2/review_statistics/481268078,2025-09-04 02:22:34.720938+00:00,2025-03-08 15:36:24.141944+00:00,550,kanji,8,0,8,8,8,0,8,8,100,False
481268096,review_statistic,https://api.wanikani.com/v2/review_statistics/481268096,2025-09-04 02:43:30.380659+00:00,2025-03-08 15:36:32.233122+00:00,2665,vocabulary,8,0,8,8,8,0,8,8,100,False
481268113,review_statistic,https://api.wanikani.com/v2/review_statistics/481268113,2025-09-10 00:25:07.347690+00:00,2025-03-08 15:36:42.703571+00:00,2666,vocabulary,10,1,7,7,10,0,10,10,95,False
481268130,review_statistic,https://api.wanikani.com/v2/review_statistics/481268130,2025-09-07 21:57:18.776273+00:00,2025-03-08 15:36:53.019710+00:00,2664,vocabulary,9,1,9,9,9,0,9,9,95,False
481268260,review_statistic,https://api.wanikani.com/v2/review_statistics/481268260,2025-10-28 23:43:30.004441+00:00,2025-03-08 15:37:40.706205+00:00,2731,vocabulary,14,0,14,14,14,2,6,6,93,False
481268285,review_statistic,https://api.wanikani.com/v2/review_statistics/481268285,2025-09-17 12:12:02.467384+00:00,2025-03-08 15:37:52.397085+00:00,2732,vocabulary,11,0,11,11,11,1,7,7,96,False
481268300,review_statistic,https://api.wanikani.com/v2/review_statistics/481268300,2025-09-04 02:23:30.842289+00:00,2025-03-08 15:37:59.967736+00:00,551,kanji,8,0,8,8,8,0,8,8,100,False
481268327,review_statistic,https://api.wanikani.com/v2/review_statistics/481268327,2025-09-04 02:26:22.909812+00:00,2025-03-08 15:38:12.734558+00:00,553,kanji,8,0,8,8,8,0,8,8,100,False
481268397,review_statistic,https://api.wanikani.com/v2/review_statistics/481268397,2025-09-04 02:42:46.908932+00:00,2025-03-08 15:38:15.829053+00:00,2733,vocabulary,8,0,8,8,8,0,8,8,100,False
481765437,review_statistic,https://api.wanikani.com/v2/review_statistics/481765437,2025-11-11 17:46:36.071669+00:00,2025-03-09 17:06:50.085539+00:00,554,kanji,15,1,10,10,15,2,8,5,91,False
481765465,review_statistic,https://api.wanikani.com/v2/review_statistics/481765465,2025-09-07 22:05:14.729387+00:00,2025-03-09 17:06:58.218971+00:00,7522,vocabulary,8,0,8,8,8,0,8,8,100,False
481765492,review_statistic,https://api.wanikani.com/v2/review_statistics/481765492,2025-09-09 02:46:02.588286+00:00,2025-03-09 17:07:08.223830+00:00,2681,vocabulary,10,0,10,10,10,1,8,8,95,False
481765503,review_statistic,https://api.wanikani.com/v2/review_statistics/481765503,2025-09-07 22:30:18.498993+00:00,2025-03-09 17:07:14.336134+00:00,555,kanji,8,0,8,8,8,0,8,8,100,False
481765511,review_statistic,https://api.wanikani.com/v2/review_statistics/481765511,2025-09-07 22:36:18.504811+00:00,2025-03-09 17:07:17.355159+00:00,2683,vocabulary,8,0,8,8,8,0,8,8,100,False
481765564,review_statistic,https://api.wanikani.com/v2/review_statistics/481765564,2025-09-05 22:02:35.321882+00:00,2025-03-09 17:07:44.407271+00:00,2682,vocabulary,8,0,8,8,8,0,8,8,100,False
481765581,review_statistic,https://api.wanikani.com/v2/review_statistics/481765581,2025-09-07 22:06:58.495389+00:00,2025-03-09 17:07:53.085655+00:00,3413,vocabulary,8,0,8,8,8,0,8,8,100,False
481765588,review_statistic,https://api.wanikani.com/v2/review_statistics/481765588,2026-03-29 19:22:05.691256+00:00,2025-03-09 17:07:55.155569+00:00,557,kanji,8,0,8,8,8,0,8,8,100,False
481765645,review_statistic,https://api.wanikani.com/v2/review_statistics/481765645,2025-09-07 22:10:32.166592+00:00,2025-03-09 17:08:20.604294+00:00,559,kanji,8,0,8,8,8,0,8,8,100,False
481765652,review_statistic,https://api.wanikani.com/v2/review_statistics/481765652,2025-10-22 08:47:52.742777+00:00,2025-03-09 17:08:24.811117+00:00,2680,vocabulary,11,1,6,6,11,0,11,11,96,False
481765719,review_statistic,https://api.wanikani.com/v2/review_statistics/481765719,2025-09-10 00:50:45.837327+00:00,2025-03-09 17:09:04.756803+00:00,2563,vocabulary,10,1,7,7,10,0,10,10,95,False
481765753,review_statistic,https://api.wanikani.com/v2/review_statistics/481765753,2025-09-07 22:24:38.472344+00:00,2025-03-09 17:09:16.998954+00:00,2564,vocabulary,8,0,8,8,8,0,8,8,100,False
481765757,review_statistic,https://api.wanikani.com/v2/review_statistics/481765757,2025-09-10 00:32:59.812399+00:00,2025-03-09 17:09:19.700615+00:00,562,kanji,11,0,11,11,11,2,7,7,92,False
481765767,review_statistic,https://api.wanikani.com/v2/review_statistics/481765767,2025-09-05 22:13:24.135247+00:00,2025-03-09 17:09:23.788865+00:00,2560,vocabulary,8,0,8,8,8,0,8,8,100,False
481765776,review_statistic,https://api.wanikani.com/v2/review_statistics/481765776,2025-09-07 21:52:06.365419+00:00,2025-03-09 17:09:26.043835+00:00,560,kanji,8,0,8,8,8,0,8,8,100,False
482264683,review_statistic,https://api.wanikani.com/v2/review_statistics/482264683,2025-09-08 02:41:26.701296+00:00,2025-03-10 11:28:45.119259+00:00,563,kanji,8,0,8,8,8,0,8,8,100,False
482264694,review_statistic,https://api.wanikani.com/v2/review_statistics/482264694,2025-09-08 11:36:22.095694+00:00,2025-03-10 11:28:49.986969+00:00,2566,vocabulary,9,1,9,9,9,0,9,9,95,False
482264713,review_statistic,https://api.wanikani.com/v2/review_statistics/482264713,2025-09-08 02:41:23.553249+00:00,2025-03-10 11:28:59.847498+00:00,2568,vocabulary,8,0,8,8,8,0,8,8,100,False
482264724,review_statistic,https://api.wanikani.com/v2/review_statistics/482264724,2025-09-08 02:43:23.850122+00:00,2025-03-10 11:29:07.769099+00:00,2565,vocabulary,8,0,8,8,8,0,8,8,100,False
482264744,review_statistic,https://api.wanikani.com/v2/review_statistics/482264744,2025-11-11 13:23:49.514507+00:00,2025-03-10 11:29:29.182904+00:00,493,kanji,11,0,11,11,11,1,6,5,96,False
482496848,review_statistic,https://api.wanikani.com/v2/review_statistics/482496848,2025-12-26 03:11:17.613800+00:00,2025-03-10 20:47:02.863093+00:00,2656,vocabulary,25,3,16,16,25,7,5,3,83,False
482496855,review_statistic,https://api.wanikani.com/v2/review_statistics/482496855,2025-11-11 01:04:44.899726+00:00,2025-03-10 20:47:06.334577+00:00,2668,vocabulary,11,0,11,11,11,1,6,5,96,False
482496869,review_statistic,https://api.wanikani.com/v2/review_statistics/482496869,2025-09-09 02:44:59.156656+00:00,2025-03-10 20:47:11.657767+00:00,552,kanji,8,0,8,8,8,0,8,8,100,False
482496874,review_statistic,https://api.wanikani.com/v2/review_statistics/482496874,2025-09-20 21:32:56.153469+00:00,2025-03-10 20:47:13.526541+00:00,558,kanji,13,2,12,12,13,2,7,7,87,False
482496888,review_statistic,https://api.wanikani.com/v2/review_statistics/482496888,2026-01-07 01:12:32.923745+00:00,2025-03-10 20:47:18.150689+00:00,2655,vocabulary,18,2,8,6,18,2,13,13,90,False
482498002,review_statistic,https://api.wanikani.com/v2/review_statistics/482498002,2025-12-15 22:10:52.761691+00:00,2025-03-10 20:49:18.283996+00:00,2669,vocabulary,14,3,5,5,14,1,14,14,88,False
482498024,review_statistic,https://api.wanikani.com/v2/review_statistics/482498024,2025-11-09 13:13:49.721106+00:00,2025-03-10 20:49:26.551503+00:00,561,kanji,11,0,11,11,11,1,6,5,96,False
482498030,review_statistic,https://api.wanikani.com/v2/review_statistics/482498030,2025-09-09 02:45:01.933595+00:00,2025-03-10 20:49:29.425176+00:00,564,kanji,8,0,8,8,8,0,8,8,100,False
482498042,review_statistic,https://api.wanikani.com/v2/review_statistics/482498042,2025-09-09 02:45:24.518119+00:00,2025-03-10 20:49:36.292133+00:00,3501,vocabulary,8,0,8,8,8,0,8,8,100,False
482498050,review_statistic,https://api.wanikani.com/v2/review_statistics/482498050,2025-09-09 02:45:06.573830+00:00,2025-03-10 20:49:38.811065+00:00,2693,vocabulary,8,0,8,8,8,0,8,8,100,False
482834005,review_statistic,https://api.wanikani.com/v2/review_statistics/482834005,2025-09-10 00:55:54.525373+00:00,2025-03-11 11:45:46.356021+00:00,528,kanji,8,0,8,8,8,0,8,8,100,False
483063955,review_statistic,https://api.wanikani.com/v2/review_statistics/483063955,2025-09-10 00:37:51.190326+00:00,2025-03-11 20:13:44.695392+00:00,2729,vocabulary,8,0,8,8,8,0,8,8,100,False
483064417,review_statistic,https://api.wanikani.com/v2/review_statistics/483064417,2025-11-07 23:47:12.799438+00:00,2025-03-11 20:13:51.276202+00:00,531,kanji,11,1,7,7,11,1,7,7,92,False
483064435,review_statistic,https://api.wanikani.com/v2/review_statistics/483064435,2026-02-22 03:30:56.958537+00:00,2025-03-11 20:13:59.421567+00:00,2719,vocabulary,8,0,8,8,8,0,8,8,100,False
483064466,review_statistic,https://api.wanikani.com/v2/review_statistics/483064466,2025-10-05 17:51:46.080766+00:00,2025-03-11 20:14:12.671150+00:00,541,kanji,12,2,6,6,12,1,6,6,89,False
483064498,review_statistic,https://api.wanikani.com/v2/review_statistics/483064498,2025-09-10 00:55:47.879122+00:00,2025-03-11 20:14:24.323480+00:00,2718,vocabulary,8,0,8,8,8,0,8,8,100,False
483064502,review_statistic,https://api.wanikani.com/v2/review_statistics/483064502,2025-09-10 00:55:46.166096+00:00,2025-03-11 20:14:26.813105+00:00,535,kanji,10,1,9,9,10,0,10,10,95,False
483064525,review_statistic,https://api.wanikani.com/v2/review_statistics/483064525,2026-01-03 02:50:27.807147+00:00,2025-03-11 20:14:33.160601+00:00,2730,vocabulary,14,0,14,14,14,2,6,5,93,False
483390508,review_statistic,https://api.wanikani.com/v2/review_statistics/483390508,2025-11-11 13:21:40.142095+00:00,2025-03-12 11:27:04.322127+00:00,2645,vocabulary,13,1,7,7,13,2,7,7,90,False
483390515,review_statistic,https://api.wanikani.com/v2/review_statistics/483390515,2025-12-11 17:39:19.783000+00:00,2025-03-12 11:27:14.375253+00:00,2646,vocabulary,14,0,14,14,14,2,6,6,93,False
483390524,review_statistic,https://api.wanikani.com/v2/review_statistics/483390524,2025-09-10 00:50:49.313819+00:00,2025-03-12 11:27:21.294541+00:00,2726,vocabulary,8,0,8,8,8,0,8,8,100,False
483390551,review_statistic,https://api.wanikani.com/v2/review_statistics/483390551,2025-09-10 00:29:09.964123+00:00,2025-03-12 11:27:34.890990+00:00,2644,vocabulary,8,0,8,8,8,0,8,8,100,False
483390567,review_statistic,https://api.wanikani.com/v2/review_statistics/483390567,2026-01-16 18:20:45.855457+00:00,2025-03-12 11:27:45.139808+00:00,2647,vocabulary,8,0,8,8,8,0,8,8,100,False
